kmer	event_sum	flk_behaviour	my0_intactk_sum	my1_intactk_sum	otherk	my0_otherk_sum	my1_otherk_sum	event
kmer8971	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 1553867 1554389 1554912 1554912 1555434 1555956  | StartL_sd: 1477  | StartR_stat: 1544766 1545288 1545810 1545810 1546333 1546855  | StartR_sd: 1477  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	StartL_stat: 1554905 1554914 1555954 1556347 1557262 1559097  | StartL_sd: 1475  | StartR_stat: 1545804 1545812 1546852 1547181 1547904 1549996  | StartR_sd: 1416  | flk_dist_stat: 9012 9017 9017 9082 9017 10066	mv&flp	StartL_stat: 1502052 1502579 1503130 1503749 1504180 1507342  | StartL_sd: 1579  | StartR_stat: 2505554 2506600 2508652 2508368 2509739 2511867  | StartR_sd: 1853  | flk_dist_stat: 1002410 1004259 1004524 1004620 1005568 1006629	StartL_stat: 1503127 1503133 1503140 1503140 1503146 1503152  | StartL_sd: 18  | StartR_stat: 2507647 2507654 2507662 2507662 2507670 2507677  | StartR_sd: 21  | flk_dist_stat: 1004520 1004521 1004522 1004522 1004524 1004525	inversion
kmer8970	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1502109 1502636 1503187 1503806 1504237 1507399  | StartL_sd: 1579  | StartR_stat: 1492956 1493478 1494029 1494648 1495079 1498241  | StartR_sd: 1578  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1503184 1503190 1503196 1503196 1503203 1503209  | StartL_sd: 18  | StartR_stat: 1494026 1494032 1494038 1494038 1494045 1494051  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 1553924 1554446 1554968 1554968 1555491 1556013  | StartL_sd: 1477  | StartR_stat: 2556281 2558117 2559954 2559954 2561790 2563626  | StartR_sd: 5194  | flk_dist_stat: 1002357 1003671 1004985 1004985 1006299 1007613	StartL_stat: 1554962 1554970 1556010 1556404 1557319 1559154  | StartL_sd: 1475  | StartR_stat: 2559433 2560481 2561528 2562181 2563623 2565730  | StartR_sd: 1984  | flk_dist_stat: 1004466 1005510 1005516 1005777 1006558 1007614	inversion
kmer8966	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620621 3621930 3623238 3623238 3624546 3625855  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621670 3623772 3624818 3625731 3627176 3631122  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621635 3623183 3624752 3624904 3625867 3630077  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188628 3190758 3191819 3192356 3193362 3198112	StartL_stat: 3621696 3622475 3623254 3623254 3624034 3624813  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189734 3190513 3191292 3191292 3192071 3192850	inversion
kmer8963	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1492859 1493381 1493932 1494551 1494982 1498144  | StartL_sd: 1578  | StartR_stat: 1501968 1502495 1503046 1503665 1504096 1507258  | StartR_sd: 1579  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1493929 1493935 1493942 1493942 1493948 1493954  | StartL_sd: 18  | StartR_stat: 1503043 1503049 1503056 1503056 1503062 1503068  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 2556378 2558214 2560050 2560050 2561887 2563723  | StartL_sd: 5194  | StartR_stat: 1553783 1554305 1554828 1554828 1555350 1555872  | StartR_sd: 1477  | flk_dist_stat: 1002412 1003726 1005040 1005040 1006354 1007668	StartL_stat: 2559530 2560578 2561624 2562278 2563720 2565827  | StartL_sd: 1984  | StartR_stat: 1554821 1554830 1555870 1556263 1557178 1559013  | StartR_sd: 1475  | flk_dist_stat: 1004521 1005564 1005570 1005832 1006613 1007669	inversion
kmer8942	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620711 3622020 3623328 3623328 3624636 3625945  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621760 3623862 3624908 3625821 3627266 3631212  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621725 3623273 3624842 3624994 3625957 3630167  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188718 3190848 3191909 3192446 3193452 3198202	StartL_stat: 3621786 3622565 3623344 3623344 3624124 3624903  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189824 3190603 3191382 3191382 3192161 3192940	inversion
kmer8941	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621725 3623273 3624842 3624994 3625957 3630167  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621786 3622565 3623344 3623344 3624124 3624903  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620711 3622020 3623328 3623328 3624636 3625945  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188754 3189800 3190847 3190847 3191894 3192940	StartL_stat: 3621760 3623862 3624908 3625821 3627266 3631212  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189804 3191899 3192428 3193275 3194520 3198205	inversion
kmer894	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 2556369 2558205 2560042 2560042 2561878 2563714  | StartL_sd: 5194  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	StartL_stat: 2559521 2560569 2561616 2562269 2563711 2565818  | StartL_sd: 1984  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 5927 5927 5927 5993 5927 6976	mv&flp	StartL_stat: 1492868 1493390 1493941 1494560 1494991 1498153  | StartL_sd: 1578  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 1005488 1007338 1007603 1007699 1008647 1009708	StartL_stat: 1493938 1493944 1493950 1493950 1493957 1493963  | StartL_sd: 18  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 1007599 1007600 1007602 1007602 1007603 1007604	inversion
kmer893	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1492868 1493390 1493941 1494560 1494991 1498153  | StartL_sd: 1578  | StartR_stat: 1501968 1502495 1503046 1503665 1504096 1507258  | StartR_sd: 1579  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1493938 1493944 1493950 1493950 1493957 1493963  | StartL_sd: 18  | StartR_stat: 1503043 1503049 1503056 1503056 1503062 1503068  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 2556369 2558205 2560042 2560042 2561878 2563714  | StartL_sd: 5194  | StartR_stat: 1553783 1554305 1554828 1554828 1555350 1555872  | StartR_sd: 1477  | flk_dist_stat: 1002403 1003717 1005031 1005031 1006345 1007659	StartL_stat: 2559521 2560569 2561616 2562269 2563711 2565818  | StartL_sd: 1984  | StartR_stat: 1554821 1554830 1555870 1556263 1557178 1559013  | StartR_sd: 1475  | flk_dist_stat: 1004512 1005556 1005562 1005823 1006604 1007660	inversion
kmer8928	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3620691 3622000 3623308 3623308 3624616 3625925  | StartL_sd: 3701  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3621740 3623842 3624888 3625801 3627246 3631192  | StartL_sd: 2650  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 3621705 3623253 3624822 3624974 3625937 3630147  | StartL_sd: 2297  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 3188698 3190828 3191889 3192426 3193432 3198182	StartL_stat: 3621766 3622545 3623324 3623324 3624104 3624883  | StartL_sd: 2204  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 3189804 3190583 3191362 3191362 3192141 3192920	inversion
kmer8927	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 3621705 3623253 3624822 3624974 3625937 3630147  | StartL_sd: 2297  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 2055 2055 2055 2094 2055 3104	StartL_stat: 3621766 3622545 3623324 3623324 3624104 3624883  | StartL_sd: 2204  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 2055 2055 2055 2055 2055 2055	mv&flp	StartL_stat: 3620691 3622000 3623308 3623308 3624616 3625925  | StartL_sd: 3701  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 3188734 3189780 3190827 3190827 3191874 3192920	StartL_stat: 3621740 3623842 3624888 3625801 3627246 3631192  | StartL_sd: 2650  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 3189784 3191879 3192408 3193255 3194500 3198185	inversion
kmer8917	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 2556333 2558169 2560006 2560006 2561842 2563678  | StartL_sd: 5194  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	StartL_stat: 2559485 2560533 2561580 2562233 2563675 2565782  | StartL_sd: 1984  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 5927 5927 5927 5993 5927 6976	mv&flp	StartL_stat: 1492904 1493426 1493977 1494596 1495027 1498189  | StartL_sd: 1578  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 1005452 1007302 1007567 1007663 1008611 1009672	StartL_stat: 1493974 1493980 1493986 1493986 1493993 1493999  | StartL_sd: 18  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 1007563 1007564 1007566 1007566 1007567 1007568	inversion
kmer8895	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 2499590 2500638 2502688 2502405 2503780 2505903  | StartL_sd: 1853  | StartR_stat: 2505554 2506600 2508652 2508368 2509739 2511867  | StartR_sd: 1853  | flk_dist_stat: 5922 5927 5927 5926 5927 5932	StartL_stat: 2501683 2501690 2501698 2501698 2501706 2501713  | StartL_sd: 21  | StartR_stat: 2507647 2507654 2507662 2507662 2507670 2507677  | StartR_sd: 21  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	mv&flp	StartL_stat: 2550317 2552153 2553990 2553990 2555826 2557662  | StartL_sd: 5194  | StartR_stat: 1544766 1545288 1545810 1545810 1546333 1546855  | StartR_sd: 1477  | flk_dist_stat: 1005551 1006865 1008179 1008179 1009493 1010807	StartL_stat: 2553469 2554517 2555564 2556151 2557659 2559766  | StartL_sd: 1874  | StartR_stat: 1545804 1545812 1546852 1547181 1547904 1549996  | StartR_sd: 1416  | flk_dist_stat: 1007660 1008702 1008708 1008970 1008973 1011857	inversion
kmer8889	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 431781 431827 431828 432413 432876 434975  | StartL_sd: 890  | StartR_stat: 429675 429721 429722 430307 430770 432869  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 431827 431827 431828 431828 431828 431828  | StartL_sd: 1  | StartR_stat: 429721 429721 429722 429722 429722 429722  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 3618480 3619788 3621097 3621097 3622406 3623714  | StartL_sd: 3701  | StartR_stat: 429721 429983 430245 430245 430507 430769  | StartR_sd: 741  | flk_dist_stat: 3188759 3189806 3190852 3190852 3191898 3192945	StartL_stat: 3619529 3621631 3622678 3623590 3625036 3628981  | StartL_sd: 2650  | StartR_stat: 429719 429721 430242 430310 430769 431813  | StartR_sd: 659  | flk_dist_stat: 3189809 3191904 3192433 3193280 3194525 3198210	inversion
kmer8888	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 3618480 3619788 3621097 3621097 3622406 3623714  | StartL_sd: 3701  | StartR_stat: 3620588 3621896 3623205 3623205 3624514 3625822  | StartR_sd: 3701  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	StartL_stat: 3619529 3621631 3622678 3623590 3625036 3628981  | StartL_sd: 2650  | StartR_stat: 3621637 3623739 3624786 3625698 3627144 3631089  | StartR_sd: 2650  | flk_dist_stat: 2060 2060 2060 2060 2060 2060	mv&flp	StartL_stat: 431781 431827 431828 432413 432876 434975  | StartL_sd: 890  | StartR_stat: 3621602 3623150 3624719 3624871 3625834 3630044  | StartR_sd: 2297  | flk_dist_stat: 3188730 3190860 3191921 3192458 3193464 3198214	StartL_stat: 431827 431827 431828 431828 431828 431828  | StartL_sd: 1  | StartR_stat: 3621663 3622442 3623222 3623222 3624001 3624780  | StartR_sd: 2204  | flk_dist_stat: 3189836 3190615 3191394 3191394 3192173 3192952	inversion
kmer888	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 2556339 2558175 2560012 2560012 2561848 2563684  | StartL_sd: 5194  | StartR_stat: 2550354 2552190 2554026 2554026 2555863 2557699  | StartR_sd: 5194  | flk_dist_stat: 5927 5927 5927 5927 5927 5927	StartL_stat: 2559491 2560539 2561586 2562239 2563681 2565788  | StartL_sd: 1984  | StartR_stat: 2553506 2554554 2555600 2556188 2557696 2559803  | StartR_sd: 1874  | flk_dist_stat: 5927 5927 5927 5993 5927 6976	mv&flp	StartL_stat: 1492898 1493420 1493971 1494590 1495021 1498183  | StartL_sd: 1578  | StartR_stat: 2499627 2500675 2502725 2502442 2503817 2505940  | StartR_sd: 1853  | flk_dist_stat: 1005458 1007308 1007573 1007669 1008617 1009678	StartL_stat: 1493968 1493974 1493980 1493980 1493987 1493993  | StartL_sd: 18  | StartR_stat: 2501720 2501728 2501735 2501735 2501742 2501750  | StartR_sd: 21  | flk_dist_stat: 1007569 1007570 1007572 1007572 1007573 1007574	inversion
kmer8870	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 429538 429584 429585 430170 430632 432732  | StartL_sd: 890  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 429584 429584 429584 429584 429585 429585  | StartL_sd: 1  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 429584 429846 430108 430108 430370 430632  | StartL_sd: 741  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 3188761 3189808 3190854 3190854 3191900 3192947	StartL_stat: 429582 429584 430105 430173 430632 431676  | StartL_sd: 659  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 3189811 3191906 3192435 3193282 3194527 3198212	inversion
kmer887	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1492898 1493420 1493971 1494590 1495021 1498183  | StartL_sd: 1578  | StartR_stat: 1501968 1502495 1503046 1503665 1504096 1507258  | StartR_sd: 1579  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1493968 1493974 1493980 1493980 1493987 1493993  | StartL_sd: 18  | StartR_stat: 1503043 1503049 1503056 1503056 1503062 1503068  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 2556339 2558175 2560012 2560012 2561848 2563684  | StartL_sd: 5194  | StartR_stat: 1553783 1554305 1554828 1554828 1555350 1555872  | StartR_sd: 1477  | flk_dist_stat: 1002373 1003687 1005001 1005001 1006315 1007629	StartL_stat: 2559491 2560539 2561586 2562239 2563681 2565788  | StartL_sd: 1984  | StartR_stat: 1554821 1554830 1555870 1556263 1557178 1559013  | StartR_sd: 1475  | flk_dist_stat: 1004482 1005526 1005532 1005793 1006574 1007630	inversion
kmer8869	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 429584 429846 430108 430108 430370 430632  | StartL_sd: 741  | StartR_stat: 431774 432036 432298 432298 432560 432822  | StartR_sd: 741  | flk_dist_stat: 2053 2053 2053 2053 2053 2053	StartL_stat: 429582 429584 430105 430173 430632 431676  | StartL_sd: 659  | StartR_stat: 431772 431774 432295 432363 432822 433866  | StartR_sd: 659  | flk_dist_stat: 2053 2053 2053 2053 2053 2053	mv&flp	StartL_stat: 429538 429584 429585 430170 430632 432732  | StartL_sd: 890  | StartR_stat: 3619547 3621095 3622664 3622777 3623774 3627989  | StartR_sd: 2270  | flk_dist_stat: 3188735 3190865 3191926 3192424 3193469 3198219	StartL_stat: 429584 429584 429584 429584 429585 429585  | StartL_sd: 1  | StartR_stat: 3619608 3620387 3621166 3621166 3621946 3622725  | StartR_sd: 2204  | flk_dist_stat: 3189841 3190620 3191399 3191399 3192178 3192957	inversion
kmer8868	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1502039 1502566 1503117 1503736 1504167 1507329  | StartL_sd: 1579  | StartR_stat: 1492956 1493478 1494029 1494648 1495079 1498241  | StartR_sd: 1578  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1503114 1503120 1503126 1503126 1503133 1503139  | StartL_sd: 18  | StartR_stat: 1494026 1494032 1494038 1494038 1494045 1494051  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 1553854 1554376 1554898 1554898 1555421 1555943  | StartL_sd: 1477  | StartR_stat: 2556281 2558117 2559954 2559954 2561790 2563626  | StartR_sd: 5194  | flk_dist_stat: 1002427 1003741 1005055 1005055 1006369 1007683	StartL_stat: 1554892 1554900 1555940 1556334 1557249 1559084  | StartL_sd: 1475  | StartR_stat: 2559433 2560481 2561528 2562181 2563623 2565730  | StartR_sd: 1984  | flk_dist_stat: 1004536 1005580 1005586 1005847 1006628 1007684	inversion
kmer8864	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 429644 429690 429691 430276 430738 432838  | StartL_sd: 890  | StartR_stat: 431733 431779 431780 432365 432828 434927  | StartR_sd: 890  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	StartL_stat: 429690 429690 429690 429690 429691 429691  | StartL_sd: 1  | StartR_stat: 431779 431779 431780 431780 431780 431780  | StartR_sd: 1  | flk_dist_stat: 2058 2058 2058 2058 2058 2058	mv&flp	StartL_stat: 429690 429952 430214 430214 430476 430738  | StartL_sd: 741  | StartR_stat: 3618528 3619836 3621145 3621145 3622454 3623762  | StartR_sd: 3701  | flk_dist_stat: 3188655 3189702 3190748 3190748 3191794 3192841	StartL_stat: 429688 429690 430211 430279 430738 431782  | StartL_sd: 659  | StartR_stat: 3619577 3621679 3622726 3623638 3625084 3629029  | StartR_sd: 2650  | flk_dist_stat: 3189705 3191800 3192329 3193176 3194421 3198106	inversion
kmer8859	intact_k:mv&flp	 intact_k:2/18(0.11):27/29(0.93) mv&flp:16/18(0.89):2/29(0.07)	StartL_stat: 1502078 1502605 1503156 1503775 1504206 1507368  | StartL_sd: 1579  | StartR_stat: 1492956 1493478 1494029 1494648 1495079 1498241  | StartR_sd: 1578  | flk_dist_stat: 9012 9017 9017 9016 9017 9027	StartL_stat: 1503153 1503159 1503166 1503166 1503172 1503178  | StartL_sd: 18  | StartR_stat: 1494026 1494032 1494038 1494038 1494045 1494051  | StartR_sd: 18  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	mv&flp	StartL_stat: 1553893 1554415 1554938 1554938 1555460 1555982  | StartL_sd: 1477  | StartR_stat: 2556281 2558117 2559954 2559954 2561790 2563626  | StartR_sd: 5194  | flk_dist_stat: 1002388 1003702 1005016 1005016 1006330 1007644	StartL_stat: 1554931 1554940 1555980 1556373 1557288 1559123  | StartL_sd: 1475  | StartR_stat: 2559433 2560481 2561528 2562181 2563623 2565730  | StartR_sd: 1984  | flk_dist_stat: 1004497 1005540 1005546 1005808 1006589 1007645	inversion
kmer8858	mv&flp:intact_k	 mv&flp:2/18(0.11):27/29(0.93) intact_k:16/18(0.89):2/29(0.07)	StartL_stat: 1553893 1554415 1554938 1554938 1555460 1555982  | StartL_sd: 1477  | StartR_stat: 1544766 1545288 1545810 1545810 1546333 1546855  | StartR_sd: 1477  | flk_dist_stat: 9017 9017 9017 9017 9017 9017	StartL_stat: 1554931 1554940 1555980 1556373 1557288 1559123  | StartL_sd: 1475  | StartR_stat: 1545804 1545812 1546852 1547181 1547904 1549996  | StartR_sd: 1416  | flk_dist_stat: 9012 9017 9017 9082 9017 10066	mv&flp	StartL_stat: 1502078 1502605 1503156 1503775 1504206 1507368  | StartL_sd: 1579  | StartR_stat: 2505554 2506600 2508652 2508368 2509739 2511867  | StartR_sd: 1853  | flk_dist_stat: 1002384 1004233 1004498 1004594 1005542 1006603	StartL_stat: 1503153 1503159 1503166 1503166 1503172 1503178  | StartL_sd: 18  | StartR_stat: 2507647 2507654 2507662 2507662 2507670 2507677  | StartR_sd: 21  | flk_dist_stat: 1004494 1004495 1004496 1004496 1004498 1004499	inversion
